County,Precinct,Reg_Voters,DEM_Votes,REP_Votes,OTHER_Votes
Newberry,Newberry Ward 1,406,107.84532071968525,97.43251845630166,0.0
Newberry,Newberry Ward 2,1043,243.4129790902259,328.3525043101543,1.0
Newberry,Newberry Ward 3,834,224.71181645373767,181.8638433314177,1.0
Newberry,Newberry Ward 4,527,208.46178329870474,53.92595375978073,0.0
Newberry,Newberry Ward 5,629,210.19632200167985,61.556783519738296,0.0
Newberry,Newberry Ward 6,1124,267.1727598249414,286.02992794306175,1.0
Newberry,Beth - Eden,562,121.0863799124707,198.51496397153088,0.0
Newberry,Bush River,293,53.600194509526546,117.30228548693691,0.0
Newberry,Chappells,646,147.98541178550903,246.32858847973122,0.0
Newberry,Fairview,1615,286.9635294637726,758.321471199328,3.0
Newberry,Hartford,1033,210.9488086291499,322.8985013925114,0.0
Newberry,Helena,790,343.6694664250033,93.86623049378896,1.0
Newberry,Kinards-Jalapa,426,82.77366164183724,182.34052429158746,0.0
Newberry,Johnstone,525,104.36894920648955,177.83515317625216,0.0
Newberry,Little Mountain,1285,261.64590424826486,571.3393749171124,0.0
Newberry,Maybinton,72,34.34202731974714,14.268821007028867,0.0
Newberry,Mt. Bethel-Garmany,1126,335.26559391715665,285.12072852659037,0.0
Newberry,Consolidated Number 5,1003,223.55629724592194,383.53649263958266,1.0
Newberry,O'Neal,1354,223.84868042968924,607.4719950488484,2.0
Newberry,Oakland,694,240.2134299986738,85.50780248441714,0.0
Newberry,Peak,121,33.6164625790195,54.49343530347907,0.0
Newberry,Pomaria,576,116.7362185579771,233.15056805623092,1.0
Newberry,Prosperity City,830,208.52614826930727,247.68224216436056,0.0
Newberry,Silverstreet,701,166.538349321427,247.82560452676717,0.0
Newberry,Stoney Hill,690,113.0277618142434,378.32620131735996,1.0
Newberry,St. Phillips-Jolly Street,968,233.93170063215598,350.94748242783254,0.0
Newberry,Wheeland,443,68.56275142566642,254.11232925158038,0.0
Newberry,Whitmire City,763,155.41620618009813,290.64042261615316,0.0
Newberry,Whitmire Outside,677,151.42434021484462,277.7359975244242,0.0
Newberry,Prosperity Outside,865,194.15074488307326,255.27125237611068,0.0
