County,Precinct,Reg_Voters,DEM_Votes,REP_Votes,OTHER_Votes
Beaufort,BEAUFORT 1,1027,298.53669132898887,164.91897365541348,1.058707759648521
Beaufort,BEAUFORT 2,1098,307.1735998824048,301.82184330442453,4.06276642657651
Beaufort,BEAUFORT 3,1339,335.3073317327323,402.4639783102226,0.07654302840250217
Beaufort,BURTON 1A,1869,437.3856631878093,533.0628644225587,1.1068401195550983
Beaufort,BURTON 1B,1307,446.76675322978423,180.25423424306268,2.0747137700687603
Beaufort,BURTON 1C,1768,486.3669622878796,382.0883597105852,1.1010665229392262
Beaufort,BURTON 2A,1610,346.82285592957356,426.1777483789831,0.09203455991637675
Beaufort,BURTON 2B,1865,444.0680908749408,466.78664641416367,1.1066114622633805
Beaufort,BURTON 2C,1910,416.6407793947115,672.8940990086073,0.10918385679520473
Beaufort,BURTON 3,618,116.06492233818413,111.67568229702582,0.03532755157038561
Beaufort,CHECHESSEE 1,1658,395.63372368399564,652.4923644797229,1.0947784474169893
Beaufort,CHECHESSEE 2,1603,303.2671043820537,541.6943668642919,2.091634409655871
Beaufort,Ladys Island 1A,1484,381.8193280742156,467.47688111454096,4.084831855227269
Beaufort,Ladys Island 1B,1542,416.42412661080897,525.4820422362683,0.08814738595717575
Beaufort,Ladys Island 2A,1566,369.32956048802,618.1393502866382,0.089519329707482
Beaufort,Ladys Island 2B,1167,324.65172227938655,471.5866039492381,0.06671076485864079
Beaufort,Ladys Island 3A,942,231.7882796805331,349.04934097701994,0.053848792199519824
Beaufort,Ladys Island 3B,1102,244.49117219527332,453.0980613128195,1.062995083868228
Beaufort,Mossy Oaks 1A,943,226.86767275875025,342.1183954791187,3.053905956522449
Beaufort,Mossy Oaks 1B,1197,288.03351462590035,424.6582390122005,1.0684256945465236
Beaufort,Mossy Oaks 2,1139,284.428716089307,349.6530778904731,1.065110163816617
Beaufort,PORT ROYAL 1,1153,330.54021918434677,321.6198409198556,2.065910464337629
Beaufort,PORT ROYAL 2,1279,329.5437470397047,280.3207081842978,0.07311316902673658
Beaufort,DALE LOBECO,1137,374.26992993287274,241.51496888627565,2.064995835170758
Beaufort,SEABROOK 1,1082,278.9033106309308,259.71697127084457,1.0618517974096395
Beaufort,SEABROOK 2,899,351.37437731719666,159.0799973867738,0.05139072631355447
Beaufort,SEABROOK 3,1325,415.19582863769256,314.4972152808401,0.0757427278814902
Beaufort,SHELDON 1,1092,335.69724141310206,309.40751629183205,0.062423440638933805
Beaufort,SHELDON 2,801,313.59385565191826,95.31265618109657,1.0457886226664708
Beaufort,BURTON 1D,918,174.88284580332206,150.39203292665002,0.05247684844921358
Beaufort,Saint Helena 1A,1313,538.243111699087,192.6685612556552,0.07505675600633707
Beaufort,Saint Helena 1B,1334,571.9103663416466,221.11870579972887,1.076257206787855
Beaufort,Saint Helena 1C,1469,443.62843190095873,630.4410635830598,0.08397439038332762
Beaufort,Saint Helena 2A,1255,464.63831316249366,334.66340013392784,1.0717412252764302
Beaufort,Saint Helena 2B,1273,550.0673885704019,216.90638117170528,1.07277018308916
Beaufort,Saint Helena 2C,1080,277.74452447449653,433.5788622666471,0.06173746876378068
Beaufort,Ladys Island 2C,884,218.1834811439398,346.0441798552926,0.05053326146961308
Beaufort,Ladys Island 3C,1033,249.0130497982916,338.33330066800596,0.05905074558609764
Beaufort,DAUFUSKIE,416,110.0275205383246,175.72667287307888,2.0237803583386413
Beaufort,HILTON HEAD 1A,1246,361.9237754585395,327.0419096150391,0.0712267463700655
Beaufort,HILTON HEAD 1B,1215,355.4625900338086,340.90122004997795,1.0694546523592532
Beaufort,HILTON HEAD 2A,1445,420.72299802374766,406.78375553268984,2.0826024466330213
Beaufort,HILTON HEAD 2B,1448,417.96117725839906,275.9909190389861,0.08277393960180966
Beaufort,HILTON HEAD 2C,1555,430.4562366276316,707.379750763552,0.0888905221552583
Beaufort,HILTON HEAD 3,813,211.5465725905238,357.14131020628156,0.046474594541623795
Beaufort,HILTON HEAD 4A,841,237.76957878060333,322.0748362650465,0.04807519558364774
Beaufort,HILTON HEAD 4B,1322,356.95764940304116,489.29005177454394,0.07557123491270192
Beaufort,HILTON HEAD 4C,980,284.8052166527839,338.67341205677235,0.05602103647083803
Beaufort,HILTON HEAD 4D,1137,296.26992993287274,420.51496888627565,0.064995835170758
Beaufort,HILTON HEAD 5A,1013,297.4251882339491,413.952210626031,0.05790745912750911
Beaufort,HILTON HEAD 5B,957,257.97917585379,371.08515850850114,0.054706257043461215
Beaufort,HILTON HEAD 5C,927,258.5973835072762,360.01352344553874,1.0529913273555784
Beaufort,HILTON HEAD 6,1289,384.33767782187596,564.0112532052852,0.07368481225603084
Beaufort,HILTON HEAD 7A,1346,326.86308328025217,461.94735982491386,0.07694317866300815
Beaufort,HILTON HEAD 7B,1225,313.25652081597985,451.59176507096544,0.07002629558854753
Beaufort,HILTON HEAD 8,890,250.65983961324253,291.4585068678851,1.0508762474071895
Beaufort,HILTON HEAD 9A,1595,503.63195975631663,541.141930847502,3.0911770950724353
Beaufort,HILTON HEAD 9B,1385,276.9594133307201,609.640485406765,1.0791725872572557
Beaufort,HILTON HEAD 10,1597,529.7907459127509,558.2800398516994,0.09129142371829421
Beaufort,HILTON HEAD 11,1134,342.03175069822134,396.3078053799794,0.06482434220196971
Beaufort,HILTON HEAD 12,775,206.52963561827298,270.51723912652915,0.04430235027030558
Beaufort,HILTON HEAD 13,1173,346.1280807486893,380.0009309618306,1.0670537507962174
Beaufort,HILTON HEAD 14,975,231.40825126169827,341.32813954627863,1.055735214856191
Beaufort,HILTON HEAD 15A,590,167.8419161481046,182.7421562382609,0.033726950528361666
Beaufort,HILTON HEAD 15B,898,234.29498423897954,364.01094288467505,0.051333561990625054
Beaufort,BELFAIR,2022,449.5328041550296,867.628203243667,1.1155862609633005
Beaufort,Bluffton 1A,1581,460.52045666127685,428.17516781811946,1.0903767945514233
Beaufort,Bluffton 1B,979,230.7258235745668,330.6043575546736,1.0559638721479085
Beaufort,Bluffton 1C,1776,345.00210691361656,516.6407957273752,0.10152383752266157
Beaufort,Bluffton 1D,1642,398.36343443252156,377.387492446143,1.0938638182501184
Beaufort,Bluffton 2A,1192,294.6365492348147,303.31296650170674,1.0681398729318765
Beaufort,Bluffton 2B,1471,358.787218057393,315.57917258725723,0.08408871902918647
