County,Precinct,Reg_Voters,DEM_Votes,REP_Votes,OTHER_Votes
Union,ADAMSBURG,637,73.95130605003976,313.56261087661346,0.0
Union,BLACK ROCK,370,135.58867070410474,103.84798433963418,0.0
Union,BONHAM,834,175.12149018168472,301.46815929528356,0.0
Union,BUFFALO BOX 1,779,114.39884994188536,301.2610264880406,2.0
Union,CARLISLE,499,232.62904508472502,52.02471401480394,0.0
Union,CROSS KEYS,766,163.99168043066007,305.7393405517832,1.0
Union,EAST BUFFALO,319,96.99131339083624,52.80137028200893,1.0
Union,EXCELSIOR,1315,272.18676209702085,411.77053893680795,0.0
Union,JONESVILLE BOX 1,968,157.3184682204686,357.8455374074754,0.0
Union,JONESVILLE BOX 2,1051,225.91808894598398,363.176301462042,1.0
Union,KELTON,898,191.1260170061785,328.0364592891662,0.0
Union,LOCKHART,615,86.26224995412002,231.67975775371627,1.0
Union,MONARCH BOX 1,1086,154.014314553129,381.58084052119654,0.0
Union,MONARCH BOX 2,335,55.492445096959685,100.4434452804796,0.0
Union,PUTMAN,623,86.51281580718174,325.0007952529516,0.0
Union,SANTUCK,687,236.51734263167555,175.56909524683428,0.0
Union,UNION WARD 1 BOX 1,629,152.70074019697805,172.2415733773781,0.0
Union,UNION WARD 1 BOX 2,991,340.038845048021,198.76852021777697,0.0
Union,UNION WARD 2,941,297.4728084663853,199.76203584755612,0.0
Union,UNION WARD 3,615,186.26224995412002,97.67975775371627,0.0
Union,UNION WARD 4 BOX 1,777,141.33620847861994,252.18076711323178,0.0
Union,UNION WARD 4 BOX 2,330,84.33584143879611,42.24279684345751,0.0
Union,WEST SPRINGS,282,67.83244632042576,139.31657184804553,1.0
