,Layer,FeatureID,ErrorDesc,geometry
1,Statewide_2020,2202,Overlap with Statewide_2020 at feature 1839,"c(1475691.50019611, 1045199.59403312)"
2,Statewide_2020,2201,Overlap with Statewide_2020 at feature 1837,"c(1444588.47419423, 1017936.1612644)"
3,Statewide_2020,2201,Overlap with Statewide_2020 at feature 1837,"c(1442097.38103245, 1015189.12701324)"
4,Statewide_2020,2201,Overlap with Statewide_2020 at feature 1837,"c(1446579.73564401, 1020132.50857005)"
5,Statewide_2020,2206,Overlap with Statewide_2020 at feature 1839,"c(1483481.28706718, 1049614.9099872)"
6,Statewide_2020,2206,Overlap with Statewide_2020 at feature 1857,"c(1510111.30969472, 1064730.98126583)"
7,Statewide_2020,2207,Overlap with Statewide_2020 at feature 1857,"c(1521686.7016087, 1071313.66437083)"
8,Statewide_2020,2207,Overlap with Statewide_2020 at feature 1857,"c(1510374.25956992, 1064880.45033012)"
9,Statewide_2020,2204,Overlap with Statewide_2020 at feature 1839,"c(1483017.6319187, 1049352.05196665)"
10,Statewide_2020,2176,Overlap with Statewide_2020 at feature 956,"c(1537025.80087514, 1146639.33628432)"
11,Statewide_2020,2176,Overlap with Statewide_2020 at feature 956,"c(1537094.25586777, 1146471.84504312)"
12,Statewide_2020,2176,Overlap with Statewide_2020 at feature 956,"c(1537131.93160737, 1146417.21109087)"
13,Statewide_2020,2176,Overlap with Statewide_2020 at feature 956,"c(1538299.35238749, 1146690.62076239)"
14,Statewide_2020,2176,Overlap with Statewide_2020 at feature 956,"c(1538578.9543718, 1146413.54375777)"
15,Statewide_2020,2176,Overlap with Statewide_2020 at feature 951,"c(1544598.05683693, 1135489.30820872)"
16,Statewide_2020,2177,Overlap with Statewide_2020 at feature 951,"c(1544582.76098575, 1131985.59732686)"
17,Statewide_2020,2177,Overlap with Statewide_2020 at feature 951,"c(1544480.55737993, 1128378.41380257)"
18,Statewide_2020,2177,Overlap with Statewide_2020 at feature 951,"c(1545563.65783145, 1128419.05048672)"
19,Statewide_2020,2177,Overlap with Statewide_2020 at feature 943,"c(1548836.58746464, 1123145.27526521)"
20,Statewide_2020,2177,Overlap with Statewide_2020 at feature 943,"c(1551833.06376209, 1117932.69019734)"
21,Statewide_2020,2186,Overlap with Statewide_2020 at feature 923,"c(1551260.1957595, 1115024.2233746)"
22,Statewide_2020,2186,Overlap with Statewide_2020 at feature 923,"c(1551240.30994564, 1114866.01721332)"
23,Statewide_2020,2186,Overlap with Statewide_2020 at feature 943,"c(1551264.42535493, 1115066.95026315)"
24,Statewide_2020,2187,Overlap with Statewide_2020 at feature 902,"c(1554245.10390306, 1100136.78641749)"
25,Statewide_2020,2187,Overlap with Statewide_2020 at feature 902,"c(1553400.31787379, 1097301.59135848)"
26,Statewide_2020,2187,Overlap with Statewide_2020 at feature 902,"c(1554185.72555637, 1097213.52590667)"
27,Statewide_2020,2187,Overlap with Statewide_2020 at feature 902,"c(1555775.77877155, 1097545.19748258)"
28,Statewide_2020,2187,Overlap with Statewide_2020 at feature 902,"c(1555216.12589144, 1096850.45304077)"
29,Statewide_2020,2187,Overlap with Statewide_2020 at feature 902,"c(1553599.18414786, 1095340.43136559)"
30,Statewide_2020,2190,Overlap with Statewide_2020 at feature 1859,"c(1538892.56613356, 1081111.41026928)"
31,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1553657.87701744, 1093905.23436625)"
32,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1554101.35759689, 1093425.21876145)"
33,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1554188.38183991, 1093388.47908973)"
34,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1554295.71539158, 1093396.9087351)"
35,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1555001.27207335, 1093692.87573285)"
36,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1556440.5368104, 1091869.00300586)"
37,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1555303.26222865, 1091226.05468587)"
38,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1555015.00083819, 1091242.89970003)"
39,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1554874.61832114, 1091178.51752838)"
40,Statewide_2020,2188,Overlap with Statewide_2020 at feature 878,"c(1554222.60183112, 1090546.39381811)"
41,Statewide_2020,2188,Overlap with Statewide_2020 at feature 1859,"c(1545426.38737962, 1084836.22011263)"
42,Statewide_2020,2189,Overlap with Statewide_2020 at feature 1859,"c(1545107.27161359, 1084654.24418563)"
43,Statewide_2020,2189,Overlap with Statewide_2020 at feature 1859,"c(1539959.19737759, 1081719.35164526)"
44,Statewide_2020,2210,Overlap with Statewide_2020 at feature 1858,"c(1533328.44344557, 1077941.19946388)"
45,Statewide_2020,2210,Overlap with Statewide_2020 at feature 1859,"c(1538050.14030237, 1080631.29630143)"
46,Statewide_2020,2208,Overlap with Statewide_2020 at feature 1857,"c(1523496.45100831, 1072343.54397762)"
47,Statewide_2020,2209,Overlap with Statewide_2020 at feature 1858,"c(1531000.45533477, 1076615.52684008)"
48,Statewide_2020,2264,Overlap with Statewide_2020 at feature 1835,"c(1436283.4368139, 1008780.63460761)"
49,Statewide_2020,2264,Overlap with Statewide_2020 at feature 2201,"c(1441811.77963693, 1014949.16108924)"
50,Statewide_2020,2264,Overlap with Statewide_2020 at feature 1837,"c(1445058.1313711, 1018454.12987573)"
51,Statewide_2020,2264,Overlap with Statewide_2020 at feature 1837,"c(1441622.43145917, 1014665.49766928)"
52,Statewide_2020,2265,Overlap with Statewide_2020 at feature 1837,"c(1445766.05746916, 1019234.96206613)"
53,Statewide_2020,2251,Overlap with Statewide_2020 at feature 1834,"c(1413386.00276133, 983578.422345242)"
54,Statewide_2020,2251,Overlap with Statewide_2020 at feature 1834,"c(1399711.87044942, 968549.145199742)"
55,Statewide_2020,2254,Overlap with Statewide_2020 at feature 1834,"c(1419663.79553819, 990482.332422986)"
56,Statewide_2020,2254,Overlap with Statewide_2020 at feature 1835,"c(1436274.69386592, 1008771.000993)"
57,Statewide_2020,2252,Overlap with Statewide_2020 at feature 1834,"c(1419650.79095555, 990468.027745529)"
58,Statewide_2020,2252,Overlap with Statewide_2020 at feature 1834,"c(1413457.5133771, 983657.039233087)"
59,Statewide_2020,2077,Overlap with Statewide_2020 at feature 435,"c(2252597.50345198, 429029.878502076)"
60,Statewide_2020,2077,Overlap with Statewide_2020 at feature 435,"c(2253382.40414844, 428216.056981364)"
61,Statewide_2020,2050,Overlap with Statewide_2020 at feature 1941,"c(2203718.39905949, 478287.8175853)"
62,Statewide_2020,2050,Overlap with Statewide_2020 at feature 1941,"c(2203508.63451443, 478258.453083993)"
63,Statewide_2020,2049,Overlap with Statewide_2020 at feature 705,"c(2107203.44171041, 457472.30588364)"
64,Statewide_2020,2054,Overlap with Statewide_2020 at feature 721,"c(2186166.4084216, 435100.79367944)"
65,Statewide_2020,2055,Overlap with Statewide_2020 at feature 721,"c(2181658.9131671, 425388.90944882)"
66,Statewide_2020,2055,Overlap with Statewide_2020 at feature 721,"c(2186135.96026961, 435038.922277298)"
67,Statewide_2020,2053,Overlap with Statewide_2020 at feature 1941,"c(2204479.92082193, 477094.3029289)"
68,Statewide_2020,2058,Overlap with Statewide_2020 at feature 2056,"c(2227399.5175525, 390937.008530182)"
69,Statewide_2020,2058,Overlap with Statewide_2020 at feature 2056,"c(2216468.96497703, 395500.494094488)"
70,Statewide_2020,2056,Overlap with Statewide_2020 at feature 2055,"c(2194494.31208989, 400079.550442912)"
71,Statewide_2020,2056,Overlap with Statewide_2020 at feature 695,"c(2183835.27847569, 373575.023840464)"
72,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2217255.36219155, 370317.216237205)"
73,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2216277.86767279, 370703.410323713)"
74,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2215304.91076115, 371079.11406387)"
75,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2212863.6449311, 371301.109498032)"
76,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2209710.06935696, 371302.508398954)"
77,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2206104.93503937, 371597.177739503)"
78,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2204140.54199474, 371756.46467629)"
79,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2202742.37270341, 371870.83191164)"
80,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2201168.23545495, 371990.776465447)"
81,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2199877.2118329, 372089.008420827)"
82,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2198210.54527559, 372228.94280403)"
83,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2196855.29396325, 372347.57917761)"
84,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2194802.69236658, 372519.020778657)"
85,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2193624.39424759, 372616.34623797)"
86,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2192123.32567804, 372758.175634297)"
87,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2190566.50306212, 372906.061898517)"
88,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2189462.89067792, 373011.538948845)"
89,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2186743.11300232, 373277.392822188)"
90,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2184693.35380578, 373477.381758532)"
91,Statewide_2020,2056,Overlap with Statewide_2020 at feature 588,"c(2183849.1584787, 373564.988661159)"
92,Statewide_2020,2057,Overlap with Statewide_2020 at feature 582,"c(2269357.14138558, 389874.692459153)"
93,Statewide_2020,2057,Overlap with Statewide_2020 at feature 582,"c(2269355.14842818, 389858.788809952)"
94,Statewide_2020,2057,Overlap with Statewide_2020 at feature 582,"c(2269334.4168597, 389679.568626034)"
95,Statewide_2020,2057,Overlap with Statewide_2020 at feature 585,"c(2254709.06028543, 368814.338418638)"
96,Statewide_2020,2057,Overlap with Statewide_2020 at feature 585,"c(2255096.29192636, 368640.407681998)"
97,Statewide_2020,2057,Overlap with Statewide_2020 at feature 585,"c(2255393.65661565, 368505.836136884)"
98,Statewide_2020,2057,Overlap with Statewide_2020 at feature 585,"c(2256853.36269685, 367848.746309058)"
99,Statewide_2020,2057,Overlap with Statewide_2020 at feature 585,"c(2257691.64851269, 367297.3122266)"
100,Statewide_2020,2057,Overlap with Statewide_2020 at feature 585,"c(2258390.64020122, 363769.280293087)"
101,Statewide_2020,2057,Overlap with Statewide_2020 at feature 585,"c(2258452.96369203, 363710.362860893)"
102,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2261477.5137222, 359586.205042286)"
103,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2261391.53792423, 359473.403185138)"
104,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2260503.63309274, 359409.839348207)"
105,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2256232.30960193, 360041.932633417)"
106,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2253740.11078303, 360661.685258097)"
107,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2250291.50237861, 361509.527641078)"
108,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2233098.80085302, 365761.65682415)"
109,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2229562.53781168, 366619.57455709)"
110,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2226385.70062336, 367390.0671752)"
111,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2224823.24138779, 367770.028133198)"
112,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2223382.31348425, 368105.933398948)"
113,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2221518.26870079, 368663.91961942)"
114,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2220090.34235564, 369219.582267057)"
115,Statewide_2020,2057,Overlap with Statewide_2020 at feature 434,"c(2261588.11100311, 359731.279645372)"
116,Statewide_2020,2057,Overlap with Statewide_2020 at feature 588,"c(2219155.49345889, 369579.598590763)"
117,Statewide_2020,2057,Overlap with Statewide_2020 at feature 588,"c(2217883.59841861, 370071.167884568)"
118,Statewide_2020,2063,Overlap with Statewide_2020 at feature 2062,"c(2228322.07688101, 422650.212817147)"
119,Statewide_2020,2096,Overlap with Statewide_2020 at feature 2094,"c(2264228.71349685, 418869.590688213)"
120,Statewide_2020,2096,Overlap with Statewide_2020 at feature 2094,"c(2264194.25415851, 418878.724045294)"
121,Statewide_2020,2096,Overlap with Statewide_2020 at feature 2094,"c(2263697.87849387, 419107.131060085)"
122,Statewide_2020,2096,Overlap with Statewide_2020 at feature 2094,"c(2263149.35996371, 419546.266424387)"
123,Statewide_2020,2096,Overlap with Statewide_2020 at feature 2093,"c(2263115.48069594, 419572.337106084)"
124,Statewide_2020,2096,Overlap with Statewide_2020 at feature 2093,"c(2262674.49606144, 419806.855869916)"
125,Statewide_2020,2096,Overlap with Statewide_2020 at feature 2093,"c(2262073.22130395, 420058.808553027)"
126,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2262079.4408322, 420300.963662451)"
127,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2262279.92643828, 420237.23211186)"
128,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2262363.06101089, 420317.626852394)"
129,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2262585.05795271, 420280.702304904)"
130,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2262699.81804377, 420474.119164739)"
131,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2262761.73082416, 420643.421667153)"
132,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2264321.52977913, 424245.965046235)"
133,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2264879.66204677, 425268.473012956)"
134,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2265175.32761172, 425081.293407485)"
135,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2265939.71657468, 424604.668798182)"
136,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2266607.29124964, 424182.138612928)"
137,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2267343.11887668, 423727.651723007)"
138,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2267797.52895346, 423445.891630122)"
139,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2268786.1670716, 422830.241075942)"
140,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2268907.3432056, 422755.210695965)"
141,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2269027.177865, 422680.630541405)"
142,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2269422.21751352, 422434.291970488)"
143,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2270521.52265987, 421750.818359936)"
144,Statewide_2020,2096,Overlap with Statewide_2020 at feature 501,"c(2272028.32394504, 420813.478793496)"
145,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2272677.83580651, 420369.681464585)"
146,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2272421.99617548, 420306.672992255)"
147,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2272141.57763638, 420230.090059747)"
148,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2271564.1479031, 420081.954543756)"
149,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2270653.87602302, 419841.39362784)"
150,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2270122.70299324, 419703.171568074)"
151,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2269921.01024995, 419650.857409535)"
152,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2269743.14988963, 419605.796606589)"
153,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2269137.98188845, 419434.330623009)"
154,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2268407.60685707, 419229.991420074)"
155,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2268204.04321982, 419168.582200562)"
156,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2267882.23833, 419004.342888068)"
157,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2267172.54830875, 418472.929982396)"
158,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2266995.6013496, 418330.897867639)"
159,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2266857.73177372, 418215.811357086)"
160,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2266596.44973373, 418230.696536124)"
161,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2266288.41436118, 418310.460086117)"
162,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2265392.98390354, 418551.762805558)"
163,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2264737.27060991, 418730.851239547)"
164,Statewide_2020,2096,Overlap with Statewide_2020 at feature 521,"c(2264282.02295388, 418855.635898589)"
165,Statewide_2020,2102,Overlap with Statewide_2020 at feature 521,"c(2268761.63695347, 413236.711455195)"
166,Statewide_2020,2105,Overlap with Statewide_2020 at feature 2103,"c(2265088.15857393, 400668.549540687)"
167,Statewide_2020,2110,Overlap with Statewide_2020 at feature 582,"c(2277014.6426036, 384448.523092013)"
168,Statewide_2020,2110,Overlap with Statewide_2020 at feature 582,"c(2276125.80552638, 386438.703954643)"
169,Statewide_2020,2110,Overlap with Statewide_2020 at feature 582,"c(2275548.2044573, 386770.695741343)"
170,Statewide_2020,2111,Overlap with Statewide_2020 at feature 582,"c(2275482.29069163, 386784.293255562)"
171,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2256239.93753739, 429627.969129488)"
172,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2256518.02435535, 429450.076983476)"
173,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2256655.669284, 429291.491255954)"
174,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2256356.86181554, 428720.508083374)"
175,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2256266.39906109, 428544.873126613)"
176,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255983.46193851, 428007.028525192)"
177,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255847.71269247, 427741.410730162)"
178,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255691.16880885, 427440.366968083)"
179,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255488.61910588, 427054.851879179)"
180,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255167.0621102, 426444.36684505)"
181,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2256652.86122876, 424990.442040753)"
182,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2257232.12936084, 424437.695167976)"
183,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2258257.59659201, 423459.52807268)"
184,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2254075.68803937, 427485.113170571)"
185,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2254473.75465154, 427131.755569038)"
186,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255186.02047906, 428270.154049378)"
187,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2254960.21511815, 428489.891514835)"
188,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2254685.99258475, 428817.1376677)"
189,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255196.7443251, 429655.307528818)"
190,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255307.61242425, 429785.686048042)"
191,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255344.15541541, 429848.128801638)"
192,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255897.46624566, 429867.130187646)"
193,Statewide_2020,2082,Overlap with Statewide_2020 at feature 435,"c(2255926.94241973, 429830.834256511)"
194,Statewide_2020,2082,Overlap with Statewide_2020 at feature 501,"c(2260726.14238845, 421073.49168854)"
195,Statewide_2020,2088,Overlap with Statewide_2020 at feature 2087,"c(2250894.41945538, 418395.147227688)"
196,Statewide_2020,2095,Overlap with Statewide_2020 at feature 521,"c(2265082.76093614, 416784.155402453)"
197,Statewide_2020,2093,Overlap with Statewide_2020 at feature 501,"c(2261866.15507436, 419934.06408574)"
198,Statewide_2020,2114,Overlap with Statewide_2020 at feature 2102,"c(2264070.51367355, 406177.379901897)"
199,Statewide_2020,2115,Overlap with Statewide_2020 at feature 2114,"c(2263923.94072954, 406096.603436457)"
200,Statewide_2020,2119,Overlap with Statewide_2020 at feature 436,"c(2279759.94291338, 392026.907699033)"
201,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2121,"c(2255924.2254915, 430959.586737512)"
202,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2121,"c(2254960.75464747, 431531.553890926)"
203,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2121,"c(2254737.84743881, 431759.687661531)"
204,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2121,"c(2254443.57852787, 431849.246910884)"
205,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2121,"c(2253324.60478278, 432559.268976274)"
206,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2121,"c(2252870.52074097, 432826.36377134)"
207,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2245532.79252467, 437706.363494752)"
208,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2245777.49825062, 437660.506689287)"
209,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2245953.46096028, 437653.907956911)"
210,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2246238.0129675, 437671.339068976)"
211,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2246508.7982326, 437702.285319745)"
212,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2247147.11621961, 437767.979682719)"
213,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2247271.22421579, 437783.935815644)"
214,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2247379.37998003, 437798.030190895)"
215,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2247535.26498917, 437814.891595679)"
216,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2066,"c(2247799.37321893, 437837.431030656)"
217,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2070,"c(2246671.16999763, 436339.593301896)"
218,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2070,"c(2246553.07691255, 436493.463732867)"
219,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2070,"c(2246458.01030193, 436638.852380941)"
220,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2070,"c(2246269.04381274, 437042.33077856)"
221,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2070,"c(2246001.40904994, 437330.294742479)"
222,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2070,"c(2245733.34671171, 437492.225602057)"
223,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2070,"c(2245541.26591306, 437613.772707143)"
224,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2250423.62274621, 437504.740145504)"
225,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2251027.72192815, 437116.196803939)"
226,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2251623.14631775, 436748.649972201)"
227,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2252415.1466409, 436258.340659701)"
228,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2253129.34972163, 435824.291419979)"
229,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2253639.57866555, 435512.518582085)"
230,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2253981.0059481, 435298.691424942)"
231,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2254311.83549419, 435142.150954595)"
232,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2254527.89314239, 435484.770139953)"
233,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2254588.45559362, 435582.933186677)"
234,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2254813.21032857, 435938.888579842)"
235,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2255010.48319772, 436260.265403388)"
236,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2255324.10636326, 436728.331344645)"
237,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2255827.32578107, 437091.391609017)"
238,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2248855.52273059, 437936.830876618)"
239,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2068,"c(2249440.09377028, 437950.538692395)"
240,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2260708.0721, 433354.5044)"
241,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2259871.7734, 432367.0425)"
242,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2259797.35998566, 432373.031756663)"
243,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2259728.4124, 432378.5701)"
244,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2259699.68393333, 432380.881233333)"
245,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2259347.931525, 432219.94915)"
246,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2258201.74256667, 432561.702733333)"
247,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2256768.31074025, 432752.828075293)"
248,Statewide_2020,2122,Overlap with Statewide_2020 at feature 435,"c(2256396.99136667, 430687.4319)"
249,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2258718.27375394, 435214.50786422)"
250,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2259465.13882267, 434400.269727746)"
251,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2259767.35002997, 434169.126210089)"
252,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2259814.28219067, 434134.837014717)"
253,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2259840.08108744, 434110.430327349)"
254,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2259858.06804188, 434087.505769918)"
255,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2260110.07475076, 433903.195069365)"
256,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2260349.975895, 433715.671993338)"
257,Statewide_2020,2122,Overlap with Statewide_2020 at feature 1958,"c(2260662.72462353, 433474.285035301)"
258,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2069,"c(2252858.15824182, 432816.227162473)"
259,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2069,"c(2252612.33116834, 432965.621557528)"
260,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2069,"c(2252512.79702564, 433027.201098543)"
261,Statewide_2020,2122,Overlap with Statewide_2020 at feature 2069,"c(2252402.32591552, 433099.568222695)"
