,Layer,FeatureID,ErrorDesc,geometry
1369,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2334845.7491971, 386529.583516044)"
1370,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2333667.09083821, 385121.328294951)"
1371,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332599.53671017, 384021.103755501)"
1372,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332464.49970375, 382546.307946028)"
1373,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332598.48684643, 382293.006692381)"
1374,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332789.40161221, 382170.633205792)"
1375,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332810.41848616, 382127.249826528)"
1376,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332723.40041215, 381963.91065501)"
1377,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332647.93680036, 381714.001976392)"
1378,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332620.32329556, 381639.634962335)"
1379,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332511.20508834, 381675.244002542)"
1380,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332420.14483243, 381813.282364839)"
1381,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2332330.75161341, 381859.454392031)"
1382,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331944.81796582, 381606.686311855)"
1383,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331587.18531002, 381670.487201543)"
1384,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331415.32269876, 381661.411046147)"
1385,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331184.54392653, 381458.736903643)"
1386,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331150.51215262, 381345.867668099)"
1387,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331117.70578513, 381200.765721197)"
1388,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331074.36408511, 381068.601388513)"
1389,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331013.1289037, 380842.293692941)"
1390,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331102.13110243, 380580.332109158)"
1391,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2331143.90033138, 380397.687299945)"
1392,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2330986.4367888, 380289.789757424)"
1393,Statewide_2020,2011,Overlap with Statewide_2020 at feature 1976,"c(2330906.49225348, 380101.171808501)"
1394,Statewide_2020,2011,Overlap with Statewide_2020 at feature 500,"c(2318410.66450215, 386559.42410473)"
1395,Statewide_2020,2011,Overlap with Statewide_2020 at feature 500,"c(2318564.48942257, 387018.915109429)"
1396,Statewide_2020,2011,Overlap with Statewide_2020 at feature 500,"c(2319585.06227985, 388510.358341687)"
1397,Statewide_2020,2011,Overlap with Statewide_2020 at feature 500,"c(2320641.04560496, 390120.590930554)"
1398,Statewide_2020,2011,Overlap with Statewide_2020 at feature 500,"c(2321564.81224577, 391243.762459662)"
1399,Statewide_2020,2011,Overlap with Statewide_2020 at feature 500,"c(2322762.6126281, 392389.954780175)"
1400,Statewide_2020,2011,Overlap with Statewide_2020 at feature 500,"c(2322589.15967588, 392678.369381279)"
1401,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2309338.72670028, 399207.908216562)"
1402,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310123.99563581, 399044.954196954)"
1403,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310186.29745209, 398317.115240447)"
1404,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310384.45468203, 398295.044907659)"
1405,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310921.17472315, 398739.05678265)"
1406,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311080.45624714, 399091.009205237)"
1407,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311084.87828901, 399269.050731156)"
1408,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310898.87886251, 399684.181069816)"
1409,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310463.82134121, 400386.782585517)"
1410,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2309483.76678069, 400494.578262557)"
1411,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2309327.74431642, 400950.394093627)"
1412,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2309338.17180548, 401791.8797846)"
1413,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2309301.13937228, 402407.550185739)"
1414,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2309672.82614775, 402592.933188732)"
1415,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310061.96379609, 402827.041653581)"
1416,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2310286.86399904, 402962.383779911)"
1417,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311199.59518222, 402483.403454677)"
1418,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311305.4914172, 401686.118382427)"
1419,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311633.53068007, 401703.165806568)"
1420,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2312614.27766921, 402514.746677012)"
1421,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2312196.67543872, 403003.938320404)"
1422,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2312247.6101333, 404225.073499639)"
1423,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311649.56301724, 404574.910321283)"
1424,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311373.14959187, 405108.764337047)"
1425,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2311838.97001725, 405631.423198421)"
1426,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2312157.26875625, 406276.393780518)"
1427,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2313115.06125045, 405926.776236012)"
1428,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2313644.20251058, 405659.476387388)"
1429,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2313910.60139916, 405243.164825743)"
1430,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314034.64842372, 405065.590173086)"
1431,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314566.99775318, 405030.778856163)"
1432,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314470.14525698, 404286.656385052)"
1433,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314645.40977588, 403765.740190888)"
1434,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314765.87189593, 403493.103399673)"
1435,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314585.65823783, 403080.468039769)"
1436,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314629.62887359, 401849.869248636)"
1437,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2314890.77753503, 401420.338518499)"
1438,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2315461.81445215, 401114.419822375)"
1439,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2315918.74986197, 400731.924370847)"
1440,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2315950.60038963, 400414.418309358)"
1441,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2315733.48002225, 399952.947006637)"
1442,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2315878.61026145, 399033.861805896)"
1443,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2316231.13082182, 398855.354071931)"
1444,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2316684.94219082, 398435.861453484)"
1445,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2316975.63901024, 398145.563938896)"
1446,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2317225.39784128, 397838.565172278)"
1447,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2317491.75181254, 397713.645865911)"
1448,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2318239.0540951, 397373.703217935)"
1449,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2319786.83907854, 397300.377725719)"
1450,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2319996.7060296, 396673.621689525)"
1451,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2319859.17309545, 396005.447336955)"
1452,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2320098.68855658, 395783.233743783)"
1453,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2320765.99420145, 395450.077049144)"
1454,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2321081.34565754, 394835.110677636)"
1455,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2321301.51479332, 394510.190905058)"
1456,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2321609.798551, 394116.597973931)"
1457,Statewide_2020,2008,Overlap with Statewide_2020 at feature 1937,"c(2321945.56529634, 393668.570550623)"
1458,Statewide_2020,2008,Overlap with Statewide_2020 at feature 500,"c(2318891.4903762, 392753.392607177)"
1459,Statewide_2020,2008,Overlap with Statewide_2020 at feature 500,"c(2318196.30172791, 392606.335520563)"
1460,Statewide_2020,2008,Overlap with Statewide_2020 at feature 500,"c(2315785.3914042, 392102.22604987)"
1461,Statewide_2020,2008,Overlap with Statewide_2020 at feature 500,"c(2315598.70684107, 392063.61793174)"
1462,Statewide_2020,2008,Overlap with Statewide_2020 at feature 500,"c(2312133.07987158, 391334.337407909)"
1463,Statewide_2020,2009,Overlap with Statewide_2020 at feature 1952,"c(2293596.12169299, 536037.653373757)"
1464,Statewide_2020,2009,Overlap with Statewide_2020 at feature 1301,"c(2232026.54045227, 566276.133399439)"
1465,Statewide_2020,2009,Overlap with Statewide_2020 at feature 1301,"c(2234156.55688416, 565265.99815582)"
1466,Statewide_2020,2014,Overlap with Statewide_2020 at feature 2000,"c(2281868.15485564, 443139.059055113)"
1467,Statewide_2020,2012,Overlap with Statewide_2020 at feature 1999,"c(2274827.44335128, 466721.245204789)"
1468,Statewide_2020,2012,Overlap with Statewide_2020 at feature 1999,"c(2273422.52649279, 464765.880741473)"
1469,Statewide_2020,2013,Overlap with Statewide_2020 at feature 1951,"c(2300141.09426946, 479592.907152233)"
1470,Statewide_2020,1986,Overlap with Statewide_2020 at feature 1984,"c(2258291.32808399, 447472.973753283)"
1471,Statewide_2020,1986,Overlap with Statewide_2020 at feature 1983,"c(2252364.53625328, 440575.524360235)"
1472,Statewide_2020,1984,Overlap with Statewide_2020 at feature 1959,"c(2261649.31055572, 439631.009384348)"
1473,Statewide_2020,1985,Overlap with Statewide_2020 at feature 1982,"c(2267226.10826772, 452209.520559927)"
1474,Statewide_2020,1990,Overlap with Statewide_2020 at feature 1937,"c(2306126.1831303, 414241.217854028)"
1475,Statewide_2020,1990,Overlap with Statewide_2020 at feature 1937,"c(2306437.31521913, 412052.581785282)"
1476,Statewide_2020,1990,Overlap with Statewide_2020 at feature 1937,"c(2306570.84218268, 411166.438972205)"
1477,Statewide_2020,1990,Overlap with Statewide_2020 at feature 1937,"c(2306622.32658694, 410588.755017407)"
1478,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2329083.77025431, 414778.61701703)"
1479,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2328518.26319866, 414805.508286526)"
1480,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2326963.15989585, 414481.041723055)"
1481,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2326178.10791817, 414412.2465999)"
1482,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2325962.01685361, 414489.921754522)"
1483,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2325436.91985904, 414989.457531573)"
1484,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2325098.05202437, 416147.587437483)"
1485,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2325002.89884391, 416646.936003087)"
1486,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2324980.84162687, 416746.295244905)"
1487,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2324936.67129191, 416904.747740629)"
1488,Statewide_2020,1989,Overlap with Statewide_2020 at feature 1937,"c(2324840.81224964, 417184.530891195)"
1489,Statewide_2020,1995,Overlap with Statewide_2020 at feature 1937,"c(2305611.43659528, 418567.249596826)"
1490,Statewide_2020,1995,Overlap with Statewide_2020 at feature 1937,"c(2305744.52576288, 417756.914402894)"
1491,Statewide_2020,1995,Overlap with Statewide_2020 at feature 1937,"c(2306204.21521726, 414461.715120313)"
1492,Statewide_2020,1995,Overlap with Statewide_2020 at feature 1937,"c(2306139.70558142, 414434.4882446)"
1493,Statewide_2020,1993,Overlap with Statewide_2020 at feature 494,"c(2306383.56583552, 390128.688976377)"
1494,Statewide_2020,1993,Overlap with Statewide_2020 at feature 494,"c(2305984.138014, 390039.534995623)"
1495,Statewide_2020,1993,Overlap with Statewide_2020 at feature 500,"c(2311581.8411358, 391222.310833109)"
1496,Statewide_2020,1999,Overlap with Statewide_2020 at feature 1998,"c(2275020.1703854, 466916.230878456)"
1497,Statewide_2020,2038,Overlap with Statewide_2020 at feature 1269,"c(2460809.77608951, 1005721.28755551)"
1498,Statewide_2020,2038,Overlap with Statewide_2020 at feature 1269,"c(2464194.88087681, 1013178.140365)"
1499,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1053,"c(2577402.04345116, 900032.658226703)"
1500,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1053,"c(2577735.48507814, 897117.56366715)"
1501,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1053,"c(2575952.22990746, 895808.895486482)"
1502,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1053,"c(2572753.86165706, 894153.015468085)"
1503,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1053,"c(2568946.28048957, 888415.684237972)"
1504,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1258,"c(2565492.46907808, 885719.21784777)"
1505,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1258,"c(2565057.6081857, 886044.803395668)"
1506,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1258,"c(2564468.91300654, 886548.637164733)"
1507,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1258,"c(2558054.19358549, 892130.301280409)"
1508,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1258,"c(2555836.23511708, 894069.94507793)"
1509,Statewide_2020,2042,Overlap with Statewide_2020 at feature 1258,"c(2551371.5716403, 897540.250559079)"
1510,Statewide_2020,2043,Overlap with Statewide_2020 at feature 705,"c(2106998.71467629, 457518.060586177)"
1511,Statewide_2020,2043,Overlap with Statewide_2020 at feature 1294,"c(2088084.29487383, 505665.048110449)"
1512,Statewide_2020,2043,Overlap with Statewide_2020 at feature 1294,"c(2093244.86081472, 508988.713060944)"
1513,Statewide_2020,2043,Overlap with Statewide_2020 at feature 1295,"c(2070335.91051108, 494302.68481563)"
1514,Statewide_2020,2043,Overlap with Statewide_2020 at feature 1293,"c(2093545.05620715, 509181.985339409)"
1515,Statewide_2020,2043,Overlap with Statewide_2020 at feature 1293,"c(2098276.35320314, 512229.117191117)"
1516,Statewide_2020,2043,Overlap with Statewide_2020 at feature 720,"c(2081281.00557743, 486435.84853456)"
1517,Statewide_2020,2043,Overlap with Statewide_2020 at feature 720,"c(2077813.46587667, 487970.849706831)"
1518,Statewide_2020,2043,Overlap with Statewide_2020 at feature 720,"c(2068342.59153544, 487558.39107612)"
1519,Statewide_2020,2044,Overlap with Statewide_2020 at feature 1293,"c(2102007.73257763, 514633.66820583)"
1520,Statewide_2020,2044,Overlap with Statewide_2020 at feature 1293,"c(2103807.12383496, 515720.607177854)"
1521,Statewide_2020,2044,Overlap with Statewide_2020 at feature 1293,"c(2109590.82027883, 519448.291300022)"
1522,Statewide_2020,2044,Overlap with Statewide_2020 at feature 1293,"c(2110164.8173081, 519818.286882028)"
1523,Statewide_2020,2044,Overlap with Statewide_2020 at feature 1293,"c(2110653.56946396, 520133.305190442)"
1524,Statewide_2020,2044,Overlap with Statewide_2020 at feature 1293,"c(2113282.13681758, 521828.030613793)"
1525,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1293,"c(2119207.02240185, 525647.143975852)"
1526,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1293,"c(2129004.87973007, 531913.025343802)"
1527,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1293,"c(2132952.50058149, 534439.645625675)"
1528,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2170745.93936274, 520529.100976849)"
1529,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2151990.18703057, 546371.910211355)"
1530,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2152700.07553393, 545578.975602438)"
1531,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2154563.6810592, 539406.376502296)"
1532,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2154395.5410105, 537832.164370079)"
1533,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2154202.39660776, 535132.518047845)"
1534,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2156300.65056822, 529591.482441789)"
1535,Statewide_2020,2045,Overlap with Statewide_2020 at feature 1305,"c(2156508.33567397, 529010.694884468)"
1536,Statewide_2020,2018,Overlap with Statewide_2020 at feature 1928,"c(2357220.87620298, 521263.092082243)"
1537,Statewide_2020,2019,Overlap with Statewide_2020 at feature 1936,"c(2307046.30733042, 398608.194629882)"
1538,Statewide_2020,2019,Overlap with Statewide_2020 at feature 1994,"c(2306970.92434705, 398618.986077829)"
1539,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1955,"c(2349211.09379139, 572823.103463075)"
1540,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1955,"c(2349258.58254511, 573047.1775555)"
1541,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1955,"c(2347332.14601544, 573565.851493763)"
1542,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1955,"c(2347473.92108104, 573545.329516033)"
1543,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1955,"c(2348257.55298315, 573157.769988888)"
1544,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2349451.33415354, 573357.199146978)"
1545,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2354445.97112861, 569738.635170603)"
1546,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2368806.37817148, 562571.753171477)"
1547,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2370901.90463692, 562826.024934387)"
1548,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2370823.93230534, 562759.132545933)"
1549,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2370473.81167979, 562350.18985127)"
1550,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2374480.39479441, 556768.944335087)"
1551,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2374984.00590551, 556278.5313867)"
1552,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2375478.62368767, 554962.959208223)"
1553,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2376208.36067367, 553856.00721785)"
1554,Statewide_2020,2017,Overlap with Statewide_2020 at feature 1603,"c(2378493.64031058, 548551.18821085)"
1555,Statewide_2020,2022,Overlap with Statewide_2020 at feature 1942,"c(2300467.71896523, 425871.340051005)"
1556,Statewide_2020,2023,Overlap with Statewide_2020 at feature 1937,"c(2305667.87915958, 420059.661747119)"
1557,Statewide_2020,2023,Overlap with Statewide_2020 at feature 1995,"c(2305494.08387102, 418595.969575896)"
1558,Statewide_2020,2020,Overlap with Statewide_2020 at feature 1987,"c(2297531.84536308, 467527.176399827)"
1559,Statewide_2020,2026,Overlap with Statewide_2020 at feature 1262,"c(2439305.25326169, 958264.659425983)"
1560,Statewide_2020,2026,Overlap with Statewide_2020 at feature 1264,"c(2437672.64498759, 954656.456990547)"
1561,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1250,"c(2450488.10198421, 886001.875955802)"
1562,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1250,"c(2449692.51075264, 885465.322106522)"
1563,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1250,"c(2446311.37190963, 884984.648846279)"
1564,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1250,"c(2446276.61725819, 884860.825190342)"
1565,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1250,"c(2445827.46223173, 883029.291092832)"
1566,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1250,"c(2444175.78166011, 882586.111384515)"
1567,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1250,"c(2442377.80308897, 882173.893818488)"
1568,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2462264.75090223, 897314.195538057)"
1569,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2461469.72427822, 897053.945800524)"
1570,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2460672.78127946, 896653.88321369)"
1571,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2458962.03699261, 895971.503589582)"
1572,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2459124.15336086, 895202.243701651)"
1573,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2459222.14093392, 894737.65448079)"
1574,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2459333.2312424, 894210.689566246)"
1575,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2459515.48274998, 893344.934305077)"
1576,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1251,"c(2457051.49677117, 892553.717140901)"
1577,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1264,"c(2416333.63952039, 907595.815431717)"
1578,Statewide_2020,2024,Overlap with Statewide_2020 at feature 1264,"c(2427490.79872047, 932168.88910761)"
1579,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1251,"c(2467359.70919521, 897708.983774625)"
1580,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1251,"c(2465313.51139841, 897322.935827313)"
1581,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1251,"c(2464005.05306054, 897076.111716144)"
1582,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2490843.53376407, 900911.665175626)"
1583,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2489694.1134077, 901304.59864392)"
1584,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2487087.31988189, 901448.463582673)"
1585,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2477401.59629265, 900245.949475063)"
1586,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2475970.53930446, 899634.17801837)"
1587,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2475155.92793088, 899287.87510936)"
1588,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2473742.30240057, 898914.219255361)"
1589,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2473292.34929873, 898829.068355755)"
1590,Statewide_2020,2025,Overlap with Statewide_2020 at feature 1252,"c(2472183.13935368, 898619.332841208)"
1591,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2522925.59412846, 890000.192654837)"
1592,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2522264.66264332, 890560.050129666)"
1593,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2520849.85992136, 890868.619171766)"
1594,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2518224.77197071, 891973.256945568)"
1595,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2516497.46992564, 892406.122375327)"
1596,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2515774.14129484, 892842.64709099)"
1597,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2511733.57382914, 890583.080516253)"
1598,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1253,"c(2511003.65661909, 890955.79351214)"
1599,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1258,"c(2539629.49901575, 886058.95800525)"
1600,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2538265.3308033, 886905.750033706)"
1601,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2537871.14800669, 887125.902829379)"
1602,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2537338.57517346, 887106.806112798)"
1603,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2536606.22508339, 886976.925522967)"
1604,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2534753.39731229, 886513.564409148)"
1605,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2533453.03440819, 886172.141765074)"
1606,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2533123.46005902, 885931.715057035)"
1607,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2532632.69575019, 885898.114347446)"
1608,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2532280.10637326, 885611.955973677)"
1609,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2529627.4960488, 886227.173577258)"
1610,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2529197.84058085, 886331.474008683)"
1611,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2528490.49489723, 886396.743086878)"
1612,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2526906.29396325, 887387.280293087)"
1613,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2526090.71832128, 887046.164347793)"
1614,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2525905.30078327, 886975.456485448)"
1615,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2524227.95339517, 888697.251739254)"
1616,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2524052.42526949, 888806.904764779)"
1617,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2523890.0151038, 889048.56751501)"
1618,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2523835.66685028, 889145.54311477)"
1619,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2523724.17547124, 889374.622095881)"
1620,Statewide_2020,2030,Overlap with Statewide_2020 at feature 1256,"c(2523085.19563472, 889920.295004353)"
1621,Statewide_2020,2031,Overlap with Statewide_2020 at feature 1258,"c(2539931.40892389, 886329.175196852)"
1622,Statewide_2020,2029,Overlap with Statewide_2020 at feature 1252,"c(2499851.76834083, 896722.757116995)"
