Tract,Population,VAP,Hispanic,Hispanic any race,NH_White,NH_Black,NH_AINA,NH_Asian,NH_NHPI,NH_some_other,NH_2+,CVAP
45041001504,6133,4537,6133,458,3252,2351,0,0,19,0,53,4391
45041001505,3732,2815,3732,88,2414,1096,0,53,0,0,81,2793
45041001506,2187,1734,2187,15,1404,705,0,0,0,13,50,1728
45041001601,6522,4900,6522,605,2272,3421,20,88,0,0,116,4684
45041001602,4945,4107,4945,39,3562,1160,0,0,0,37,147,4100
45041001700,2618,1960,2618,0,1782,832,0,0,0,0,4,1950
45041001800,3607,2869,3607,72,2188,1270,0,0,0,36,41,2746
45041001900,6296,4288,6296,68,4076,2142,0,10,0,0,0,4282
45041002000,3876,3025,3876,33,1855,1956,0,0,0,0,32,3023
45041002201,5038,3634,5038,178,618,3970,18,213,0,0,41,3516
45041002202,3637,2826,3637,14,1143,2463,0,0,0,0,17,2826
45041002300,3620,2763,3620,65,3177,322,0,0,0,0,56,2748
45041002400,3387,2549,3387,202,1763,1273,30,0,0,0,119,2486
45041002500,3134,2341,3134,149,1925,954,10,29,0,0,67,2296
45041002600,3483,2837,3483,11,966,2462,11,0,0,0,33,2828
45041980100,0,0,0,0,0,0,0,0,0,0,0,0
45043920100,4139,3059,4139,16,1904,2210,0,0,0,2,7,3058
45043920201,4889,3830,4889,188,2694,2002,0,0,0,0,5,3798
45043920202,2270,1714,2270,87,1377,781,0,0,0,0,25,1709
45043920301,4769,3705,4769,98,2415,2205,6,40,0,0,5,3653
45043920302,3015,2475,3015,94,1896,977,12,0,0,0,36,2398
45043920400,2629,2039,2629,0,754,1843,11,0,0,10,11,2033
45043920501,5724,4876,5724,176,4844,515,0,150,0,10,29,4766
45043920502,3600,3302,3600,0,2886,702,0,0,0,0,12,3302
45043920503,6140,5225,6140,785,4424,766,19,49,0,48,49,4830
45043920504,5904,5071,5904,76,4807,965,0,56,0,0,0,4983
45043920505,4538,4071,4538,61,4207,226,0,22,0,0,22,4063
45043920600,5839,4366,5839,54,2594,2785,0,0,0,0,406,4330
45043920700,5092,3962,5092,141,3542,1287,0,0,0,0,122,3886
45043920800,3404,2690,3404,126,1389,1851,0,0,0,24,14,2644
45043990100,0,0,0,0,0,0,0,0,0,0,0,0
45045000100,2447,2121,2447,99,1724,531,0,62,0,0,31,2081
45045000200,1491,1392,1491,119,1281,49,0,26,0,0,16,1246
45045000400,1336,1228,1336,39,983,290,0,7,0,0,17,1201
45045000500,1438,1272,1438,80,581,731,3,14,0,0,29,1268
45045000700,2571,2218,2571,173,1122,1142,19,10,0,10,95,2070
45045000800,1371,987,1371,35,532,754,0,7,0,1,42,957
45045000900,1109,876,1109,9,345,723,0,0,0,0,32,858
45045001000,2200,1781,2200,18,1747,339,0,51,0,0,45,1758
45045001101,4158,3307,4158,86,3771,101,5,37,144,0,14,3190
45045001102,1970,1372,1970,19,1855,68,0,0,0,0,28,1343
45045001203,2635,2446,2635,146,2118,147,3,103,24,14,80,2277
45045001204,2717,2184,2717,161,1670,741,0,84,0,11,50,2102
45045001205,1334,1094,1334,52,864,292,8,0,69,0,49,1032
45045001302,1516,1309,1516,115,1282,115,0,4,0,0,0,1296
45045001400,4010,3280,4010,65,3545,332,8,33,0,4,23,3246
45045001501,4300,3027,4300,27,3937,198,0,36,0,15,87,2989
45045001502,2587,1805,2587,64,335,2027,14,0,0,16,131,1745
45045001600,4909,3655,4909,680,4076,107,0,13,0,0,33,3454
45045001700,3888,3045,3888,859,2087,451,0,477,0,0,14,2516
45045001803,4458,3448,4458,984,2953,234,0,162,34,0,91,3001
45045001804,4405,3583,4405,142,3523,481,43,176,0,0,40,3537
45045001805,4523,3851,4523,81,4171,211,7,20,0,0,33,3801
45045001807,5134,4090,5134,602,3675,578,10,173,0,35,61,3715
45045001808,3817,3291,3817,304,2315,691,23,403,0,0,81,2757
45045001809,3207,2780,3207,438,2185,352,0,176,0,9,47,2391
45045001810,3562,3021,3562,660,1822,806,27,150,32,0,65,2564
45045001900,7210,5241,7210,31,5660,1500,0,19,0,0,0,5147
45045002001,3275,2211,3275,348,201,2707,0,0,0,0,19,2100
45045002003,4866,3070,4866,1519,1100,2147,0,8,0,26,66,2355
45045002005,3948,3015,3948,371,980,2171,0,65,0,0,361,2951
45045002103,3165,2513,3165,116,1967,1032,7,0,0,15,28,2467
45045002104,1940,1255,1940,494,674,757,0,0,0,7,8,1076
45045002105,2593,1901,2593,490,1035,1012,17,0,0,0,39,1732
45045002106,3300,2597,3300,1076,1536,609,0,65,0,0,14,2114
45045002107,2525,2112,2525,216,1586,676,7,0,0,0,40,2040
45045002108,1584,1330,1584,62,912,535,0,0,0,0,75,1309
45045002201,6209,4684,6209,2229,3205,757,0,0,0,0,18,3486
45045002202,2353,1674,2353,700,1050,599,0,0,0,0,4,1375
45045002301,4248,3253,4248,1212,2375,544,0,64,0,0,53,2727
45045002302,4204,3141,4204,678,1607,1545,0,113,151,0,110,2710
45045002303,1992,1436,1992,422,747,788,10,8,0,0,17,1324
45045002304,2498,1960,2498,218,835,1215,0,0,151,0,79,1637
45045002402,8266,6542,8266,546,7271,309,21,13,0,0,106,6259
45045002403,4624,3531,4624,20,4419,78,0,0,0,63,44,3531
45045002404,3561,3143,3561,53,3401,107,0,0,0,0,0,3118
45045002503,10498,7851,10498,1560,6512,710,41,1451,0,0,224,6618
45045002504,1643,1257,1643,322,882,412,0,4,0,0,23,1079
45045002505,3530,2672,3530,850,2005,618,0,0,0,30,27,2231
45045002506,3882,2997,3882,154,3440,236,0,0,0,0,52,2977
45045002507,4876,3796,4876,554,3609,531,0,9,0,24,149,3650
45045002602,4444,3460,4444,462,3087,585,20,204,0,0,86,3272
45045002604,5929,4403,5929,779,3633,1298,25,110,0,0,84,4045
45045002606,6003,4481,6003,212,5320,396,0,0,0,0,75,4371
45045002608,9138,6785,9138,466,6826,696,39,864,14,45,188,6305
45045002609,6762,5068,6762,351,5436,848,0,127,0,0,0,4733
45045002610,3178,2446,3178,366,2146,513,0,72,0,0,81,2350
45045002611,5504,4338,5504,424,3905,624,15,46,0,0,490,4177
45045002701,4310,3451,4310,40,4147,48,7,7,0,42,19,3436
45045002702,7338,5735,7338,258,6387,519,0,45,0,0,129,5634
45045002803,8157,5986,8157,483,6491,299,151,339,0,78,316,5439
45045002804,2127,1735,2127,10,2030,47,4,7,0,0,29,1721
45045002805,5071,4000,5071,207,3601,464,0,390,409,0,0,3790
45045002808,8322,6741,8322,628,5225,1051,0,1021,111,18,268,6010
45045002811,8991,7156,8991,554,6340,1152,0,705,0,16,224,6604
45045002812,7417,5449,7417,316,5773,567,0,523,0,0,238,5282
45045002813,4602,3259,4602,174,3851,224,22,253,0,14,64,3129
45045002814,6580,4524,6580,251,5347,508,0,376,0,0,98,4343
45045002815,6123,4438,6123,559,5028,112,0,321,0,0,103,4326
45045002816,12304,7911,12304,885,9225,1131,26,784,0,0,253,7505
45045002901,6505,4961,6505,647,3238,2311,17,51,0,0,241,4574
45045002903,7996,6233,7996,1103,4552,2020,19,143,0,0,159,5736
45045002904,5863,4772,5863,471,3484,1587,20,136,82,0,83,4627
45045002905,4900,3579,4900,369,3145,1239,0,53,0,10,84,3494
45045003005,2801,2129,2801,199,1820,741,0,12,0,0,29,2078
45045003008,7087,5277,7087,400,5491,589,26,409,0,27,145,5080
45045003009,8386,6175,8386,271,7273,674,31,57,0,0,80,5887
45045003010,7850,5730,7850,641,5615,1386,12,98,0,0,98,5572
45045003011,5824,4591,5824,350,4118,1212,14,80,0,0,50,4477
45045003012,5480,4507,5480,676,3829,813,0,112,0,50,0,4216
45045003013,8183,5858,8183,655,5330,1998,34,11,0,52,103,5556
45045003014,6146,4879,6146,186,4875,735,57,54,0,0,239,4723
45045003015,10382,7388,10382,576,7594,1777,0,181,24,27,203,7063
45045003101,8625,6573,8625,582,5324,2453,81,15,0,0,170,6453
45045003103,2989,2215,2989,194,2201,582,0,0,0,0,12,2116
45045003104,2187,1691,2187,184,1941,59,0,0,0,0,3,1652
45045003201,5778,4834,5778,378,4197,1155,25,0,1,0,22,4635
45045003202,3335,2696,3335,103,3086,133,0,0,0,0,13,2688
45045003301,7464,5677,7464,402,5028,1718,28,0,0,23,265,5620
45045003303,5468,4091,5468,747,2672,1825,0,23,0,0,201,3964
45045003304,7189,5411,7189,766,3066,3151,0,51,0,49,106,5116
45045003401,832,669,832,108,293,385,0,0,0,0,46,644
45045003500,2563,1907,2563,189,1120,1079,0,0,0,53,122,1873
45045003601,5835,4215,5835,806,2782,1965,0,0,0,0,282,3861
45045003602,2795,2109,2795,631,652,1366,13,46,0,0,87,1827
45045003701,6045,4488,6045,887,3906,954,0,0,0,0,298,4273
45045003704,4355,3330,4355,1699,1692,876,0,41,0,0,47,2225
45045003705,1828,1454,1828,414,1079,162,0,39,0,34,100,1220
45045003706,3494,2628,3494,936,1644,752,0,71,0,40,51,2221
45045003707,3569,2925,3569,626,1915,922,0,42,0,0,64,2639
45045003801,7008,6245,7008,367,5749,348,0,299,21,13,211,5947
45045003802,4933,4050,4933,166,3899,782,24,24,0,0,38,3943
45045003902,4235,3143,4235,234,3682,250,19,2,16,0,32,3139
45045003903,4778,3577,4778,353,3960,320,30,39,0,27,49,3440
45045003904,6156,4423,6156,362,4746,988,0,0,0,0,60,4244
45045004001,3358,2700,3358,86,3076,48,25,36,19,0,68,2658
45045004002,5704,5023,5704,281,4895,326,18,53,17,7,107,4831
45045004101,3803,2992,3803,129,3502,130,0,0,0,0,42,2936
45045004102,899,749,899,31,840,11,11,0,0,6,0,731
45045004200,2365,1800,2365,32,1962,218,0,87,42,24,0,1744
45045004300,3751,2960,3751,125,987,2539,0,15,11,16,58,2937
45045004400,2076,1737,2076,314,934,764,0,33,0,10,21,1591
45047970101,3405,2747,3405,25,2817,527,0,36,0,0,0,2747
45047970102,4923,3788,4923,351,3329,1098,0,52,0,0,93,3753
45047970201,4103,3197,4103,43,3151,818,11,65,0,0,15,3173
45047970202,7984,6447,7984,108,4694,2434,0,273,0,189,286,6292
45047970301,4800,3881,4800,297,3486,915,0,40,0,0,62,3774
45047970302,6067,4841,6067,177,4684,1143,0,59,0,0,4,4801
45047970400,5759,4542,5759,166,3887,1676,0,0,0,8,22,4485
45047970500,4872,3464,4872,1124,411,3300,0,13,0,0,24,3196
45047970600,8029,6096,8029,673,4099,3096,0,141,0,0,20,5630
45047970701,2609,2119,2609,204,2114,199,0,47,0,16,29,2051
45047970702,5084,3660,5084,60,3079,1876,0,0,0,0,69,3615
45047970800,8777,6347,8777,867,3535,4329,46,0,0,0,0,6182
45047970900,2170,1681,2170,95,1127,624,0,0,0,0,324,1676
45047971000,1829,1431,1829,48,1609,161,0,0,0,0,11,1419
45049920100,2448,1994,2448,1,1564,856,0,0,0,6,21,1994
45049920200,6663,5105,6663,267,3644,2605,21,48,0,67,11,4970
45049920300,1940,1545,1940,10,580,1296,0,4,0,0,50,1541
45049920400,6634,5226,6634,471,1757,4299,8,0,0,38,61,5033
45049920500,1879,1464,1879,38,455,1368,0,0,0,0,18,1453
45051010100,2836,2164,2836,57,2511,236,0,0,0,0,32,2164
45051020100,3379,2647,3379,46,2532,736,27,0,0,0,38,2647
45051020200,5708,4892,5708,76,3241,2284,21,10,0,0,76,4814
45051020300,7820,5894,7820,56,5118,2437,127,15,0,0,67,5879
45051030101,688,468,688,0,345,343,0,0,0,0,0,468
45051030102,3230,2711,3230,192,2244,749,0,0,0,45,0,2607
45051030103,4107,3560,4107,27,3128,916,0,7,0,0,29,3538
45051040101,5970,4871,5970,423,3779,1754,0,0,0,0,14,4740
45051040102,5214,4355,5214,320,4085,695,2,0,0,0,112,4221
45051040103,5970,5130,5970,118,5186,413,0,237,0,0,16,5130
45051040104,2912,2608,2912,56,2529,287,0,0,0,0,40,2608
45051040105,2525,2233,2525,14,2481,25,5,0,0,0,0,2233
45051040200,3955,3482,3955,189,3351,236,0,137,0,0,42,3352
45051040300,3975,3674,3975,153,3544,90,24,150,0,0,14,3538
45051040400,4061,3524,4061,250,3385,108,42,189,0,0,87,3200
45051040500,4000,3500,4000,493,3136,334,13,4,0,0,20,3117
45051050102,3636,2877,3636,155,3223,179,0,23,0,0,56,2765
45051050200,1726,1599,1726,0,1710,5,0,11,0,0,0,1584
45051050303,3073,2636,3073,37,2972,22,7,0,0,0,35,2636
45051050401,2896,2292,2896,259,2180,388,0,0,0,0,69,2105
45051050402,2315,1983,2315,101,2062,20,0,78,0,0,54,1936
45051050500,4615,3761,4615,574,3595,174,0,174,0,0,98,3453
45051050600,5295,3664,5295,878,1696,2565,13,59,0,11,73,2976
45051050700,1505,1251,1505,256,885,317,5,0,0,31,11,1099
45051050900,6673,4733,6673,1999,2861,1238,0,305,0,123,147,3620
45051051000,5883,5324,5883,180,5398,140,0,79,0,0,86,5209
45051051201,1913,1659,1913,147,1693,15,0,24,0,0,34,1550
45051051202,2423,2203,2423,0,2411,0,0,0,0,0,12,2196
45051051301,1493,1403,1493,0,1493,0,0,0,0,0,0,1397
45051051302,2610,2193,2610,89,2478,0,25,18,0,0,0,2156
45051051403,5842,4813,5842,191,4697,266,342,190,0,33,123,4648
45051051404,4723,3957,4723,215,3702,379,43,72,74,73,165,3822
45051051405,4077,3410,4077,303,3179,140,0,0,0,3,452,3328
45051051406,3703,3588,3703,114,3434,57,98,0,0,0,0,3567
45051051501,4198,3461,4198,803,2939,251,24,96,0,0,85,3319
45051051502,10409,7984,10409,1002,7657,1150,19,0,0,111,470,7773
45051051503,4635,3461,4635,1377,2686,186,44,65,0,89,188,2582
45051051601,11542,8824,11542,1364,8959,771,0,214,0,0,234,8207
45051051603,5572,4761,5572,247,5110,67,0,148,0,0,0,4704
45051051604,11687,10436,11687,126,10931,486,0,86,0,0,58,10323
45051051605,7554,6302,7554,0,6883,393,0,185,0,52,41,6224
45051051700,1524,1445,1524,79,1374,34,17,14,0,0,6,1420
45051060101,5149,4319,5149,424,3581,911,48,4,0,55,126,4116
45051060102,3231,2459,3231,630,2358,163,0,0,0,0,80,2199
45051060203,7889,6385,7889,396,6745,396,82,177,0,0,93,6197
45051060204,8334,7059,8334,196,6901,1058,51,0,0,0,128,6803
45051060206,9202,7238,9202,555,6978,1249,0,242,0,0,178,6795
45051060207,7223,5158,7223,384,6062,373,0,225,0,117,62,4764
45051060208,3796,3217,3796,172,3151,283,0,127,0,0,63,2922
45051060209,7062,5274,7062,369,5840,612,0,196,0,0,45,5261
45051060301,4264,3455,4264,72,2948,1226,0,0,0,0,18,3403
45051060303,2628,2385,2628,146,2370,43,48,0,0,0,21,2273
45051060308,6775,5724,6775,280,5018,1202,233,12,0,0,30,5662
45051060403,2945,2245,2945,432,2137,369,0,0,0,0,7,2100
45051060404,2345,2110,2345,65,1830,397,0,19,0,0,34,1992
45051060405,7451,6213,7451,271,5404,1672,0,6,0,0,98,6158
45051060406,6790,5902,6790,105,5541,706,0,396,0,0,42,5771
45051070101,4845,4015,4845,231,4001,483,11,34,35,0,50,3920
45051070102,3514,2754,3514,254,2901,165,19,47,0,0,128,2650
45051070200,3259,2526,3259,129,2769,339,0,0,0,0,22,2480
45051070300,4254,3413,4254,134,2263,1674,0,97,0,0,86,3413
45051070400,6357,4600,6357,79,2703,3467,0,25,0,0,83,4600
45051070500,3826,3073,3826,223,2083,1512,0,0,0,0,8,3073
45051070601,4524,3331,4524,171,3822,328,24,0,0,0,179,3247
45051070602,4912,4017,4912,128,3152,1409,0,152,0,64,7,3925
45051070701,6730,5744,6730,221,5482,945,0,7,0,0,75,5633
45051070702,5536,4295,5536,757,3485,1167,0,78,0,0,49,3766
45051080101,3764,2775,3764,234,3381,93,0,24,0,0,32,2631
45051080102,2796,2123,2796,0,2421,279,0,0,0,0,96,2120
45051080200,4747,3590,4747,22,4473,234,18,0,0,0,0,3577
45051980100,152,135,152,4,143,0,0,0,0,0,5,135
45051990100,0,0,0,0,0,0,0,0,0,0,0,0
45053950100,4958,3950,4958,155,2605,2120,0,0,0,0,78,3881
45053950201,6683,6027,6683,211,4656,1721,33,26,0,0,36,5763
45053950202,8097,6270,8097,617,2281,5019,13,32,0,0,135,6061
45053950300,8919,6413,8919,2868,2721,3049,0,62,0,0,219,5090
45053990100,0,0,0,0,0,0,0,0,0,0,0,0
45055970100,2178,1858,2178,31,1365,756,2,24,0,0,0,1858
45055970200,2579,2020,2579,0,2199,202,0,0,0,0,178,2004
45055970300,2131,1776,2131,24,1781,326,0,0,0,0,0,1776
45055970401,4689,3623,4689,26,4058,605,0,0,0,0,0,3623
45055970402,3293,2265,3293,0,2412,853,9,0,0,0,19,2265
45055970403,2336,1630,2336,150,1702,386,4,0,0,0,94,1627
45055970500,5516,4383,5516,740,3640,1068,0,0,0,20,48,4181
45055970601,5968,4413,5968,440,3578,1522,62,0,0,0,366,4305
45055970602,4701,3550,4701,85,3596,754,27,0,0,0,239,3496
45055970700,3032,2282,3032,16,2061,885,0,0,0,26,44,2267
45055970800,5977,4789,5977,350,2282,3196,0,0,89,0,60,4762
45055970902,3107,2475,3107,150,2456,412,10,0,0,0,79,2466
45055970903,7517,5782,7517,400,5253,1607,0,55,0,0,202,5668
45055970904,9368,6663,9368,403,6109,2256,0,40,0,177,383,6576
45055970905,2720,2299,2720,71,2291,348,0,0,0,0,10,2245
45057010100,4111,3247,4111,25,3585,230,0,204,0,0,67,3182
45057010200,8023,6421,8023,38,5750,2050,5,22,0,0,158,6357
45057010300,5432,4468,5432,0,3299,1700,0,0,0,34,399,4437
45057010400,2317,1974,2317,17,1656,631,8,5,0,0,0,1965
45057010500,5051,3816,5051,14,3054,1549,21,81,0,0,332,3796
45057010600,6172,4740,6172,1078,2816,2212,0,0,0,0,66,4418
45057010700,3879,2842,3879,162,300,3396,0,0,0,0,21,2800
45057010800,2710,2072,2710,162,1333,1182,0,16,0,0,17,1954
45057010900,3694,2870,3694,369,2641,571,0,85,0,12,16,2593
45057011001,5288,4292,5288,19,3887,1367,0,0,0,1,14,4292
45057011002,4749,3721,4749,231,3751,634,0,0,0,0,133,3631
45057011100,5979,4970,5979,404,3954,1606,0,0,0,0,15,4705
45057011201,16150,11433,16150,1382,13062,1154,0,317,0,82,153,10971
45057011202,18753,15375,18753,1067,15670,905,57,482,0,0,572,14786
45059920101,7863,5868,7863,526,5228,1670,0,76,33,28,302,5765
45059920102,1387,1124,1387,46,1243,95,0,0,0,0,3,1120
45059920103,4292,3370,4292,228,2758,1240,28,0,1,0,37,3301
45059920104,3540,2720,3540,219,2971,169,0,0,0,10,171,2653
45059920201,3060,2386,3060,53,2807,117,9,0,0,15,59,2359
45059920202,3457,2568,3457,13,3378,0,0,11,0,0,55,2547
45059920301,3742,2893,3742,58,2738,919,13,0,0,0,14,2884
45059920302,4778,3667,4778,136,2280,2053,9,8,0,0,292,3629
45059920400,4913,3938,4913,272,2853,1683,0,65,0,0,40,3887
45059920501,1689,1365,1689,0,1138,503,15,0,0,0,33,1365
45059920502,5768,4476,5768,634,3400,1563,0,0,0,0,171,4198
45059920600,4281,3546,4281,96,3028,1024,0,0,0,0,133,3466
45059920700,4789,3609,4789,261,1879,2338,0,14,0,0,297,3555
45059920800,5307,4307,5307,308,3843,1003,0,95,0,0,58,4118
45059920900,2209,1745,2209,92,1879,189,0,34,10,0,5,1733
45059921001,3054,2301,3054,101,1930,1005,13,3,0,0,2,2294
45059921002,2717,2260,2717,220,2011,461,0,0,0,0,25,2189
45061920100,1215,1029,1215,0,755,438,0,0,0,0,22,1025
45061920200,4716,3886,4716,172,1865,2653,0,8,0,0,18,3865
45061920301,0,0,0,0,0,0,0,0,0,0,0,0
45061920302,4720,4020,4720,147,924,3584,0,0,0,0,65,4003
45061920400,3549,2813,3549,107,1520,1867,0,0,0,0,55,2734
45061920500,1647,1139,1647,0,347,1296,0,0,0,0,4,1139
45061920600,1518,1077,1518,0,222,1242,2,0,0,0,52,1077
45063020100,2745,2062,2745,13,1431,851,0,340,0,0,110,1994
45063020201,2864,2645,2864,75,2313,266,26,107,0,0,77,2632
45063020202,2392,1849,2392,0,1485,801,8,23,0,39,36,1839
45063020300,3949,3542,3949,440,2556,700,0,64,0,25,164,3252
45063020505,3936,3333,3936,693,2073,1015,0,31,50,0,74,2831
45063020506,5208,4358,5208,250,3852,865,0,168,0,10,63,4229
45063020507,6693,5402,6693,975,4357,1145,69,13,0,0,134,4971
45063020508,2051,1808,2051,29,1869,102,0,5,0,5,41,1802
45063020509,3404,2846,3404,362,2065,738,12,71,0,16,140,2693
45063020510,4598,3863,4598,99,2553,1764,0,144,0,15,23,3766
45063020511,3552,2700,3552,92,1357,1783,0,131,0,0,189,2582
45063020601,4384,3666,4384,382,2795,1076,35,14,0,23,59,3360
45063020602,4346,3599,4346,402,3107,543,0,123,0,0,171,3348
45063020604,3424,2795,3424,8,2685,619,0,80,0,0,32,2755
45063020605,2457,1992,2457,160,1676,340,0,174,0,5,102,1877
45063020703,4547,3566,4547,214,3374,630,44,60,0,7,218,3438
45063020705,3584,2711,3584,342,1669,1476,58,9,0,0,30,2492
45063020706,3433,2330,3433,460,521,2452,0,0,0,0,0,2248
45063020707,3359,2564,3359,314,2304,683,0,30,0,0,28,2539
45063020708,2575,1982,2575,30,2097,425,9,0,0,0,14,1982
45063020801,1437,1107,1437,35,1072,308,0,13,0,0,9,1107
45063020802,2592,2173,2592,26,1839,697,27,0,0,0,3,2165
45063020803,2993,2290,2993,300,1773,855,6,39,0,0,20,2179
45063020804,2963,2048,2963,365,2146,282,41,15,0,0,114,1920
45063020805,5541,4086,5541,784,3672,975,57,0,0,0,53,3834
45063020903,5428,3951,5428,444,4431,244,4,55,0,0,250,3851
45063020904,2827,2219,2827,180,2425,194,0,0,0,0,28,2089
45063020905,3597,2680,3597,229,3044,196,0,10,0,0,118,2524
45063020906,3763,2924,3763,147,3292,236,12,36,0,0,40,2924
45063020907,7954,5387,7954,191,5678,1723,0,0,0,57,305,5336
45063020908,3551,2680,3551,211,2734,377,0,9,0,0,220,2663
45063021009,11606,8220,11606,596,9056,1182,58,247,0,0,467,7983
45063021014,7318,4949,7318,118,6100,534,0,440,0,0,126,4778
45063021017,8580,6671,8580,598,6711,828,0,128,0,0,315,6316
45063021018,4741,3659,4741,114,3768,536,0,47,0,11,265,3634
45063021019,1866,1393,1866,105,1564,109,0,57,11,0,20,1346
45063021020,4327,3259,4327,218,3778,180,54,24,0,0,73,3185
45063021021,1877,1513,1877,35,1842,0,0,0,0,0,0,1499
45063021022,5820,3965,5820,129,5319,132,0,40,0,0,200,3960
45063021023,2871,2140,2871,142,2642,52,12,8,0,0,15,2107
45063021024,6484,4393,6484,195,5518,346,38,154,0,0,233,4262
45063021025,3968,3162,3968,42,3791,0,12,91,0,0,32,3132
45063021026,5018,3596,5018,150,4442,251,21,89,0,0,65,3516
45063021027,4475,3508,4475,276,3723,224,12,228,0,0,12,3349
45063021028,3250,2475,3250,268,2412,325,50,183,0,0,12,2291
45063021029,4084,3606,4084,127,2696,1141,0,22,0,0,98,3544
45063021030,4974,3707,4974,489,3680,390,0,159,112,0,144,3381
45063021031,3953,2907,3953,292,3405,151,1,92,0,0,12,2864
45063021032,3940,2725,3940,37,3611,163,0,115,0,8,6,2646
45063021033,4944,3910,4944,402,3567,716,0,220,0,11,28,3620
45063021034,4879,3721,4879,593,3458,638,0,89,0,0,101,3660
45063021106,2825,2332,2825,117,1966,718,0,24,0,0,0,2237
45063021109,3307,2589,3307,46,2332,670,0,113,0,37,109,2589
45063021110,2979,2325,2979,215,2025,487,0,163,0,0,89,2290
45063021111,2578,2039,2578,102,1364,950,0,146,0,0,16,1972
45063021112,2831,2398,2831,53,2108,528,10,72,0,0,60,2301
45063021113,3407,2527,3407,51,1809,1377,0,63,0,0,107,2492
45063021114,3648,3056,3648,294,2891,238,0,216,0,0,9,2955
45063021115,2466,2015,2466,0,2066,329,0,42,0,0,29,1983
45063021116,3124,2555,3124,180,2156,629,13,37,0,0,109,2550
45063021203,6244,4759,6244,277,5654,165,0,96,0,0,52,4682
45063021204,4370,3313,4370,187,3937,147,0,29,0,3,67,3277
45063021205,3225,2672,3225,113,3070,0,0,13,0,0,29,2632
45063021206,3326,2397,3326,228,2440,558,20,20,0,35,25,2360
45063021303,4309,3391,4309,160,3844,282,0,6,0,0,17,3370
45063021304,3720,2956,3720,361,3193,21,0,119,0,0,26,2769
45063021305,3261,2210,3261,275,2529,313,0,12,0,37,95,2121
45063021306,3721,2716,3721,221,3412,43,5,30,0,0,10,2675
45063021307,1896,1465,1896,75,1495,246,0,18,0,0,62,1390
45063021308,4480,3274,4480,478,3631,308,32,0,0,0,31,3076
45063021402,3726,2899,3726,324,1849,1448,44,11,0,0,50,2782
45063021403,2480,1707,2480,245,1829,319,7,0,38,0,42,1593
45063021404,3233,2390,3233,258,2351,513,0,0,0,69,42,2301
45063980100,0,0,0,0,0,0,0,0,0,0,0,0
45065920100,2081,1833,2081,9,1707,344,21,0,0,0,0,1827
45065920200,5524,4864,5524,16,2060,3168,0,23,0,33,224,4839
45065920300,1926,1671,1926,54,1078,759,2,0,0,0,33,1656
45067950100,4757,3765,4757,0,1813,2750,158,0,0,0,36,3765
45067950200,5728,3922,5728,0,2240,3369,0,119,0,0,0,3899
45067950300,2403,1909,2403,29,781,1560,0,0,0,0,33,1899
45067950400,3507,2720,3507,172,1580,1704,0,0,0,0,51,2697
45067950500,5335,4122,5335,293,2699,2212,35,33,0,0,63,3851
45067950600,5505,4376,5505,61,1250,4076,0,71,0,0,47,4365
45067950700,1598,1319,1598,0,569,1020,2,0,0,0,7,1319
45067950800,2475,1963,2475,329,1145,1001,0,0,0,0,0,1837
45069960100,3293,2603,3293,161,1744,1254,25,28,0,0,81,2503
45069960200,4785,3708,4785,178,1140,3202,121,41,0,28,75,3698
45069960301,4415,3308,4415,0,1668,2571,0,0,0,0,176,3308
45069960302,5036,4418,5036,403,1596,2793,87,29,0,3,125,4203
45069960400,4595,3689,4595,23,2354,1462,479,11,0,0,266,3684
45069960500,2246,1728,2246,0,641,1380,67,7,0,0,151,1728
45069960600,2383,1787,2383,122,1313,810,2,0,0,0,136,1761
45071950100,3765,2944,3765,84,2559,1122,0,0,0,0,0,2907
45071950201,2657,1926,2657,877,771,1009,0,0,0,0,0,1470
45071950202,7896,6334,7896,1078,3665,2928,35,28,0,100,62,5748
45071950300,3432,2675,3432,18,2592,775,0,0,0,0,47,2651
45071950502,5429,4162,5429,127,1617,3564,0,0,0,0,121,4128
45071950601,4787,3730,4787,301,3307,1165,10,4,0,0,0,3562
45071950602,5978,4859,5978,50,5539,227,87,61,0,0,14,4833
45071950700,4250,3228,4250,319,2833,1070,0,0,0,0,28,3122
45073030100,4399,3607,4399,33,4247,55,0,0,0,0,64,3605
45073030200,6105,5422,6105,51,5923,69,0,8,0,15,39,5409
45073030300,6465,5245,6465,0,6187,43,28,60,0,0,147,5245
45073030401,7677,5876,7677,1604,4973,679,34,107,0,0,280,5415
45073030402,2221,1627,2221,302,1843,0,7,0,0,0,69,1494
45073030500,4658,3646,4658,467,3942,35,82,0,0,0,132,3483
45073030601,5032,4274,5032,170,4212,439,12,178,0,0,21,4136
45073030602,4291,3465,4291,261,3641,235,12,63,0,0,79,3317
45073030701,3784,2930,3784,257,2387,981,8,0,0,0,151,2892
45073030702,6918,5516,6918,331,5588,794,0,0,0,8,197,5483
45073030800,7572,5744,7572,440,5740,1132,0,10,0,0,250,5664
45073030901,2518,2145,2518,21,2477,20,0,0,0,0,0,2137
45073030902,7227,5619,7227,79,6656,239,39,106,11,21,76,5526
45073031000,4888,3910,4888,103,4245,426,5,33,0,0,76,3890
45073031100,3773,2852,3773,116,3402,141,4,5,0,0,105,2821
45075010100,5471,4388,5471,209,1927,3155,22,0,0,0,158,4388
